Image ID,Label,correct_obj+context,context,correct_obj
378605,cup,"A table with a napkin, doughnut on a plate, and a cup of coffee.","A table with a napkin, doughnut on a plate, and a  of coffee.",cup
378605,donut,a donut with a cup of coffee and an ornate napkin holder,a  with a cup of coffee and an ornate napkin holder,donut
331817,person,A person is eating food at the table.,A  is eating food at the table.,person
331817,bowl,"A close up of a table with food, bowls and cups.","A close up of a table with food,  and cups.",bowls
218091,bed,A bedroom with a large bed sitting next to a black dresser.,A room with a large  sitting next to a black dresser.,bed
578545,bed,A pregnant woman laying in bed reading a book.,A pregnant woman laying in  reading a book.,bed
578545,book,A pregnant woman laying in bed reading a book.,A pregnant woman laying in bed reading a .,book
363207,cake,A newly married couple sharing a piece of there wedding cake.,A newly married couple sharing a piece of there wedding .,cake
372577,person,two people playing a match of tennis on a court.,two  playing a match of tennis on a court.,people
372577,tennis racket,a tennis player holding a tennis racket on a court,a tennis player holding a  on a court,tennis racket
172571,pizza,A very thick pizza is on a plate with one piece taken.,A very thick  is on a plate with one piece taken.,pizza
294831,pizza,Two pieces of pizza are served on a plate.,Two pieces of  are served on a plate.,pizza
84431,pizza,A slice of pizza sitting on top of a white plate.,A slice of  sitting on top of a white plate.,pizza
323355,pizza,A young kid is holding a box of pizza. ,A young kid is holding a box of . ,pizza
355325,pizza,A cutting board with pizza and a glass of wine,A cutting board with  and a glass of wine,pizza
100582,pizza,Some meat and greens on a pizza crust.,Some meat and greens on a  crust.,pizza
555412,pizza,A pizza covered in lots of greens on top of a table.,A  covered in lots of greens on top of a table.,pizza
4495,tv,a room with a tv and some different types of couches,a room with a  and some different types of couches,tv
4495,couch,A living room with a couch and chair.,A living room with a  and chair.,couch
4495,chair,A living room with a couch and chair.,A living room with a couch and .,chair
9483,keyboard,"A man by desk with mixing equipment, a keyboard and a computer monitor.","A man by desk with mixing equipment, a  and a computer monitor.",keyboard
31050,vase,A vase with various flowers in it on a display case.,A  with various flowers in it on a display case.,vase
239537,tennis racket,a man swinging a tennis racket and hitting a ball on a tennis court.,a man swinging a  and hitting a ball on a tennis court.,tennis racket
340930,scissors,Closeup of a cup holding scissors and other pens and pencils.,Closeup of a cup holding  and other pens and pencils.,scissors
11813,laptop,A camera sits on a tripod connected to a laptop.,A camera sits on a tripod connected to a .,laptop
281414,cell phone,A woman with a book bag sits on a ledge with her cell phone.,A woman with a book bag sits on a ledge with her .,cell phone
537991,person,A person holding a phone in each hand and wearing a head set in front  of a Christmas tree.,A  holding a phone in each hand and wearing a head set in front  of a Christmas tree.,person
537991,cell phone,A woman has headphones on and is holding two cell phones.,A woman has headphones on and is holding two .,cell phones
521282,vase,A vase filled with yellow and white flowers.,A  filled with yellow and white flowers.,vase
108026,person,A person uses a black computer keyboard on a wooden desk.,A  uses a black computer keyboard on a wooden desk.,person
108026,mouse,Person holding on to a video game remote while using a computer mouse with other hand,Person holding on to a video game remote while using a computer  with other hand,mouse
108026,keyboard,A man holds a controller and keyboard with his hands,A man holds a controller and  with his hands,keyboard
243204,person,A person is holding a spatula near slices of bread on a stove.,A  is holding a spatula near slices of bread on a stove.,person
177935,oven,an old fashion double oven cook stove with a griddle ,an old fashion double  cook stove with a griddle ,oven
38829,bicycle,A man riding a bicycle with a boy on the back of it.,A man riding a  with a boy on the back of it.,bicycle
397327,toilet,a sink and a toilet that is in a small bathroom,a sink and a  that is in a small bathroom,toilet
397327,sink,a sink and a toilet that is in a small bathroom,a  and a toilet that is in a small bathroom,sink
501523,cat,A black cat is sitting in a bathroom sink.,A black  is sitting in a bathroom sink.,cat
501523,sink,A black cat is sitting in a bathroom sink.,A black cat is sitting in a bathroom .,sink
555050,cow,A car in front of a furniture shop with a cow.,A car in front of a furniture shop with a .,cow
555050,car,"A car driving in an intersection, past a furniture shop. ","A  driving in an intersection, past a furniture shop. ",car
555050,traffic light,"a shop a car traffic lights and buildings
","a shop a car  and buildings
",traffic lights
376442,toilet,A black plush toy sitting on the lid of a toilet.,A black plush toy sitting on the lid of a .,toilet
376442,teddy bear,a toilet with a teddy bear sitting on the seat .,a toilet with a  sitting on the seat .,teddy bear
187243,person,A person is laying on their back on the floor of a bathroom.,A  is laying on their back on the floor of a bathroom.,person
187243,toilet,A woman laying on a bathroom floor next to a toilet.,A woman laying on a bathroom floor next to a .,toilet
356347,spoon,A wooden spoon sticking out of a pot of food.,A wooden  sticking out of a pot of food.,spoon
356347,bowl,A wooden handle in a pot with soup or stew next to an empty bowl.,A wooden handle in a pot with soup or stew next to an empty .,bowl
293044,carrot,"A lunch box with a sandwich, carrots, salad and a muffin.","A lunch box with a sandwich, , salad and a muffin.",carrots
293044,sandwich,"A lunch box with a sandwich, carrots, salad and a muffin.","A lunch box with a , carrots, salad and a muffin.",sandwich
560279,toilet,A toilet in a tiled stall with rainbow streaks around the room.,A  in a tiled stall with rainbow streaks around the room.,toilet
42276,toilet,A toilet sitting in a room surrounded by personal items.,A  sitting in a room surrounded by personal items.,toilet
534827,motorcycle,People are riding on motorcycles together down a street.,People are riding on  together down a street.,motorcycles
534827,person,Five people riding some motorbikes on the road,Five  riding some motorbikes on the road,people
190756,motorcycle,a person jumping in the air on  a motorcycle,a person jumping in the air on  a ,motorcycle
190756,person,a person jumping in the air on  a motorcycle,a  jumping in the air on  a motorcycle,person
482917,dog,"A dog sitting between its masters feet on a footstool watching tv
","A  sitting between its masters feet on a footstool watching tv
",dog
482917,tv,"A dog sitting between its masters feet on a footstool watching tv
","A dog sitting between its masters feet on a footstool watching 
",tv
482917,person,A dog between the feet of a person looking at a TV.,A dog between the feet of a  looking at a TV.,person
300659,airplane,A formation of airplanes flying through a  blue sky.,A formation of  flying through a  blue sky.,airplanes
199977,airplane,The airplane in the sky is doing tricks while spitting out smoke. ,The  in the sky is doing tricks while spitting out smoke. ,airplane
